公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
迈普汇智管理咨询（北京）有限公司,迈普汇智,少于15人,不需要融资,海淀区,软件算法工程师,1-3年,不限,25k-35k,"七险一金,员工幼儿园,丰厚奖金"
北京易观智库网络科技有限公司,易观,150-500人,B轮,朝阳区,高级算法工程师,3-5年,本科,25k-50k,互联网大数据领先品牌 六险一金 弹性工作
北京猫眼文化传媒有限公司,猫眼电影,500-2000人,未融资,东城区,算法工程师,1-3年,本科,17k-34k,成长空间大，技术成长快速
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,算法专家（工程）,5-10年,硕士,40k-70k,"新业务,成长空间大,氛围好"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级算法工程师,3-5年,硕士,25k-50k,"免费晚餐,团队和谐"
北京五八到家信息技术有限公司,58到家,50-150人,天使轮,朝阳区,算法工程师（中台）,5-10年,本科,15k-30k,"平台强大,待遇优厚,扁平管理"
高德软件有限公司,阿里巴巴-高德,2000人以上,上市公司,朝阳区,高精定位算法工程师,3-5年,硕士,25k-50k,核心
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,算法工程师,3-5年,本科,20k-40k,"五险一金,年终奖金"
晋商博创（北京）科技有限公司,博创科技,15-50人,不需要融资,丰台区,算法工程师,3-5年,本科,25k-40k,"工作气氛好,技术环境好"
北京福易得信息技术有限公司,福易得,150-500人,未融资,朝阳区,算法工程师,不限,本科,17k-34k,知名互联网公司，AI部门，技术团队优秀
重庆橙红信息科技有限公司,重庆橙红,150-500人,A轮,海淀区,算法工程师,5-10年,本科,40k-70k,"五险一金,年终奖,股票,其他福利"
北京百家互联科技有限公司,跟谁学,500-2000人,A轮,海淀区,高级算法工程师,5-10年,本科,40k-80k,"弹性工作,六险一金,餐补饭补,带薪年假"
北京庖丁科技有限公司,庖丁科技,50-150人,A轮,朝阳区,AI算法工程师,5-10年,本科,40k-80k,"自助午餐,氛围轻松,弹性工作,五险一金"
奇虎360科技有限公司,360,2000人以上,上市公司,朝阳区,NLU算法工程师,3-5年,本科,20k-40k,"公司平台大,福利好,有班车,有食堂"
北京京东世纪贸易有限公司,京东物流,2000人以上,上市公司,大兴区,资深算法博士,3-5年,博士,35k-70k,"大平台,顶级教授,高福利,晋升快"
百融金融信息服务股份有限公司,百融金服,500-2000人,C轮,海淀区,算法工程师,应届毕业生,本科,15k-20k,"福利好,环境好,扁平化,领导是大牛"
北京猫眼文化传媒有限公司,猫眼电影,500-2000人,未融资,东城区,算法工程师,应届毕业生,本科,12k-16k,校招职位，发展空间大，平台稳定
国机智能技术研究院有限公司,国机智能技术研究院,50-150人,不需要融资,朝阳区,电机控制算法软件工程师,3-5年,硕士,10k-20k,"五险一金,补充医疗,福利补贴,发展前景好"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,算法工程师/专家/研究员,不限,本科,40k-60k,"平台大,薪资高,团队好,免费班车"
北京奇安信科技有限公司,360企业安全,2000人以上,不需要融资,朝阳区,算法工程师,3-5年,硕士,15k-30k,"平台成熟,带薪年假,六险一金,餐贴补助"
北京经舆典网络科技有限公司,经舆典,50-150人,不需要融资,东城区,算法工程师,应届毕业生,硕士,15K-30K,"文字识别,图像处理,机器学习"
北京融联世纪信息技术有限公司,融360,500-2000人,D轮及以上,海淀区,算法工程师,1-3年,本科,20k-40k,"发展平台,领导好,薪资福利,晋升空间"
智线云科技（北京）有限公司,ZingFront智线,50-150人,A轮,朝阳区,资深--算法工程师,3-5年,本科,15k-30k,"超长年假,福利多,办公环境好,氛围自由"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,算法工程师-商业化,3-5年,本科,30k-60k,"公司好,工程师文化,大牛多"
北京稳稳融管理顾问有限公司,预见资本,15-50人,A轮,朝阳区,算法工程师-某人工智能企业,3-5年,本科,25k-50k,"发展空间大,技术大牛"
北京主线科技有限公司,主线科技,15-50人,天使轮,海淀区,定位算法工程师,不限,硕士,20k-40k,"核心岗位,竞争力薪酬,行业前景好"
北京智加智行科技有限公司,智加科技,50-150人,A轮,海淀区,车辆控制算法工程师,1-3年,本科,25k-50k,"自动驾驶,人工智能"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,算法工程师,应届毕业生,本科,10k-20k,"海量数据,弹性工作,成长快,福利好"
北京汉能光伏投资有限公司,汉能集团,2000人以上,上市公司,朝阳区,算法工程师,3-5年,本科,13k-26k,"上市公司,福利待遇好,晋升空间大,技术牛人多"
北京小马智行科技有限公司,Pony.ai 小马智行,150-500人,A轮,海淀区,算法工程师,1-3年,本科,20k-40k,自动驾驶
飞维美地信息技术（北京）有限公司,FreeWheel,500-2000人,上市公司,朝阳区,资深算法工程师,5-10年,硕士,45k-60k,"大牛聚集,全员持股,美国轮岗,外企文化"
行吟信息科技（上海）有限公司,小红书,500-2000人,D轮及以上,朝阳区,算法工程师,1-3年,硕士,25k-50k,"机器学习,NLP,用户画像"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,高级算法工程师,1-3年,本科,30k-60k,"大平台,高福利"
云智联网络科技（北京）有限公司,亚创,500-2000人,C轮,朝阳区,算法工程师 (MJ000246),3-5年,本科,15k-30k,"国际化平台,六险一金,早餐,牛人多"
佳能医疗系统（中国）有限公司,佳能医疗,500-2000人,上市公司,朝阳区,算法工程师,应届毕业生,硕士,13k-20k,"全球合作,全面薪酬,补充医疗,驱动创新"
北京比特大陆科技有限公司,比特大陆,150-500人,不需要融资,海淀区,ASIC算法工程师-北京-01223,不限,本科,25k-50k,"数字货币,AI,芯片公司"
北京金风科创风电设备有限公司,金风科技,2000人以上,上市公司,大兴区,算法工程师,3-5年,本科,15k-30k,"八险一金,节日福利,年底奖金多"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,高级算法工程师-广告点击率预估方向,3-5年,本科,20k-40k,"免费三餐,六险两金,行业翘首,大牛云集"
掌阅科技股份有限公司,掌阅,500-2000人,上市公司,朝阳区,高级算法工程师,3-5年,本科,25k-50k,"上市公司,福利多多"
北京猫眼文化传媒有限公司,猫眼电影,500-2000人,未融资,东城区,算法工程师-北京,应届毕业生,硕士,12k-20k,高成长
上海蔚来汽车有限公司,NIO蔚来,2000人以上,D轮及以上,朝阳区,算法工程师(实习生),应届毕业生,本科,4k-5k,"学霸团队,弹性办公"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级算法工程师,1-3年,本科,35k-60k,"快速成长环,快速发展业,技术氛围弄,上升空间良"
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,高级算法工程师,5-10年,硕士,20k-40k,"发展前景好,福利完善,平台大"
北京易车互联信息技术有限公司,易车公司,2000人以上,上市公司,海淀区,JTPTYW-高级算法工程师,3-5年,硕士,30k-40k,公司环境好
北京小川在线网络技术有限公司,最右,150-500人,B轮,海淀区,算法工程师-用户增长,1-3年,本科,15k-25k,"高薪高股,六险一金,提供三餐,大牛云集"
人人贷商务顾问（北京）有限公司,人人贷,2000人以上,A轮,海淀区,高级算法工程师,3-5年,本科,30k-60k,"丰厚年终奖,弹性工作制"
北京自如友家资产管理有限公司,自如网,2000人以上,A轮,朝阳区,定价算法专员,1-3年,本科,8k-12k,15-17薪，餐费补贴、住房福利
高德软件有限公司,阿里巴巴-高德,2000人以上,上市公司,朝阳区,定位算法专家,3-5年,本科,30k-50k,核心
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,资深算法工程师,不限,不限,20k-40k,"数据结构,机器学习,计算机"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,资深算法工程师（首页） (MJ000075),3-5年,本科,30k-50k,"核心业务线,技术氛围好,周末双休,管三餐"
行吟信息科技（上海）有限公司,小红书,500-2000人,D轮及以上,朝阳区,算法工程师,3-5年,本科,25k-50k,"数据挖掘,NLP,深度学习,用户画像"
北京六方云科技有限公司,六方云,50-150人,未融资,海淀区,算法工程师,应届毕业生,硕士,6k-10k,"年底双薪,餐补,五险一金,弹性制"
深圳晶泰科技有限公司,晶泰科技,50-150人,C轮,海淀区,药物研发算法实习生,应届毕业生,硕士,3k-4k,"谷歌投资,MIT大牛,工作氛围好,发展空间大"
上海倾听信息技术有限公司,蜻蜓FM,150-500人,D轮及以上,朝阳区,算法工程师（北京）,不限,硕士,30k-60k,弹性工作
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,高级算法工程师,3-5年,本科,30k-55k,"六险一金,团队大牛,业务前景,福利年假"
北京数创天下信息科技有限公司,数创天下,500-2000人,不需要融资,丰台区,高级算法工程师,3-5年,硕士,30k-50k,"互联网金融,风控大数据"
人人贷商务顾问（北京）有限公司,人人贷,2000人以上,A轮,海淀区,高级算法工程师,5-10年,本科,25k-50k,"大平台,竞争力薪酬"
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,高级算法工程师,1-3年,本科,30k-50k,"福利待遇,发展空间大,弹性工作"
北京信源思科技有限公司,信源思科技,150-500人,未融资,朝阳区,算法工程师,3-5年,本科,30k-60k,一年15薪，班车接送，五险一金
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,WB算法工程师,1-3年,本科,15k-30k,前沿的技术
北京麒麟合盛科技有限公司,APUS Group,150-500人,C轮,朝阳区,算法工程师,应届毕业生,本科,20k-40k,"大数据,Shell,搜素,商城"
北京印象笔记科技有限公司,印象笔记,50-150人,A轮,朝阳区,高级算法研究员,5-10年,硕士,40k-50k,"本地化团队,产品前景,人工智能,产品棒"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,算法工程师-自然语言处理,1-3年,硕士,30k-60k,AI
北京博美科技有限公司,博美科技,150-500人,未融资,朝阳区,算法工程师,不限,本科,28k-55k,"高大上,免费三餐,下午茶,14+ 薪"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级算法工程师/专家-定位,1-3年,本科,20k-40k,"晋升快,福利多,发展快"
北京水滴互联科技有限公司,水滴互助,500-2000人,A轮,朝阳区,算法工程师,1-3年,本科,20k-40k,"技术大咖,弹性工作,五险一金,周末双休"
内蒙古阿特斯企业管理有限公司,阿特斯,15-50人,未融资,海淀区,算法工程师,1-3年,本科,30k-60k,人工智能
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,高级算法工程师-广告推荐方向,3-5年,本科,20k-40k,"免费三餐,六险两金,行业翘首,大牛云集"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,自然语言处理部_算法/高级算法工程师,不限,本科,30k-50k,上市公司、前沿技术、算法岗位、NLP
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,商业化算法工程师,3-5年,本科,30k-50k,业务快速发
纳恩博（北京）科技有限公司,赛格威-纳恩博,500-2000人,C轮,海淀区,算法工程师,不限,硕士,18k-30k,"大牛团队,黑科技,弹性工作,年终奖"
北京易车互联信息技术有限公司,易车公司,2000人以上,上市公司,海淀区,JTCPJS-高级算法工程师,3-5年,本科,25k-50k,"美国上市,七险一金,车福利多多,交通便利"
灵动科技（北京）有限公司,灵动科技,50-150人,A轮,海淀区,高级算法工程师,不限,本科,25k-40k,"工程师文化,大神坐镇,技术落地,商业化"
北京翰嘉睿华科技有限公司,Ehanjia,150-500人,不需要融资,朝阳区,算法工程师,不限,本科,25k-50k,"高薪,高福利,最核心部门,技术大牛多"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,高级/资深算法工程师,1-3年,本科,30k-60k,"带薪年假,免费三餐,带薪病假,年底多薪"
北京朗视仪器有限公司,朗视仪器,50-150人,C轮,海淀区,CT重建算法工程师,不限,硕士,15k-25k,"六险一金,带薪年假,各种补助,定期体检"
北京九章云极科技有限公司,九章云极科技,150-500人,B轮,海淀区,算法工程师,1-3年,硕士,30k-50k,技术大牛，年底奖金 补充医疗等
智线云科技（北京）有限公司,ZingFront智线,50-150人,A轮,朝阳区,中级-图像算法工程师,3-5年,本科,15k-24k,"带薪年假,福利多,办公环境好,氛围自由"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级算法工程师/专家-定位,3-5年,本科,25k-50k,"免费晚餐,团队和谐"
北京主线科技有限公司,主线科技,15-50人,天使轮,海淀区,定位算法工程师,应届毕业生,硕士,15k-30k,"核心岗位,竞争力薪酬,行业前景好"
北京深度制耀科技有限公司,深度智耀,50-150人,B轮,朝阳区,算法工程师/高级算法工程师,1-3年,本科,20k-40k,"租房补贴,高配Mac,大显示器,有挑战"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,通州区,高级算法工程师岗,5-10年,本科,30k-60k,"大牛多,环境好,班车接送,食堂丰富"
普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,高级算法工程师,3-5年,本科,30k-50k,"六险一金,扁平化管理,弹性工作"
北京源极科技有限公司,北京源极科技有限公司,15-50人,天使轮,海淀区,SALM算法研究员,不限,硕士,25k-50k,"环境优越,学习氛围浓,领导亲和"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,AI算法工程师,1-3年,本科,30k-50k,"技术驱动,发展空间大"
北京诺亦腾科技有限公司,诺亦腾,150-500人,C轮,,算法工程师,不限,硕士,15k-30k,绩效，补充医疗，带薪年假，过节费等
北京云迹科技有限公司,云迹科技,50-150人,B轮,海淀区,算法工程师,不限,本科,15k-30k,"前沿科技,人工智能"
小立教育科技（北京）有限公司,小立教育,15-50人,天使轮,海淀区,算法工程师,1-3年,本科,20k-40k,"交通方便,免费健身,发展空间大,团队氛围好"
北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,海淀区,信息流-算法专家研究员,5-10年,硕士,50k-80k,技术大牛
北京山和朋友们科技有限公司,立刻出行,500-2000人,B轮,海淀区,算法工程师,1-3年,本科,20k-40k,"五险一金,双休,节日"
人人行科技有限公司,人人行(借贷宝),2000人以上,C轮,朝阳区,算法工程师,3-5年,本科,20k-40k,"人工智能,技术领先,氛围积极,前景开阔"
百融金融信息服务股份有限公司,百融金服,500-2000人,C轮,海淀区,高级算法工程师,3-5年,本科,20k-40k,"空间大,挑战性,牛人多,技术核心"
北京联世传奇网络技术有限公司,联世传奇,15-50人,不需要融资,朝阳区,算法工程师,1-3年,本科,15k-25k,"五险一金,法定节假日,带薪年假,员工旅游"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,资深算法工程师(J180815016),3-5年,硕士,30k-50k,广阔平台 急速成长 诱人福利
北京广泽之行科技有限公司,之行传媒,15-50人,不需要融资,朝阳区,算法工程师,1-3年,本科,15k-25k,"年底双薪,交通补助,餐饮补助,国际旅游"
北京麒麟合盛科技有限公司,APUS Group,150-500人,C轮,朝阳区,资深算法工程师,5-10年,本科,30k-50k,"六险一金,行业独角兽,大牛云集,健身房"
中科点击（北京）科技有限公司,中科点击,150-500人,A轮,海淀区,算法工程师,3-5年,本科,20k-35k,"五险一金,扁平管理,全勤奖,节日福利"
北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,海淀区,资深AI算法工程师,3-5年,硕士,25k-40k,"核心业务,团队一流,技术氛围好,期权激励"
广州笨笨网络科技有限公司,广州笨笨,15-50人,未融资,朝阳区,姿态估算算法工程师,不限,硕士,15k-25k,"六险一金,周末双休,年底双薪,员工旅游"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,话题项目策略&amp;算法研发工程师-DI,3-5年,本科,20k-35k,"大平台,交通补助,假日双薪"
高德软件有限公司,阿里巴巴-高德,2000人以上,上市公司,朝阳区,算法工程师,3-5年,硕士,22k-42k,靠谱团队
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,（高级）算法工程师-直播短视频业务,3-5年,本科,25k-45k,六险一金，高薪期权，弹性工作，免费三餐，租房补贴，带薪休假，扁平管理，职业大牛，晋升空间，团队氛围好
北京清帆科技有限公司,清帆科技,15-50人,A轮,海淀区,实习算法工程师,应届毕业生,硕士,5k-7k,"创业团队,技术大牛"
北京顺丰同城科技有限公司,顺丰同城科技,500-2000人,不需要融资,海淀区,新零售算法工程师,1-3年,本科,20k-40k,"互联网背景,工作环境好,七险一金,年轻化团队"
北京第三石科技发展有限公司,第三石科技,50-150人,B轮,朝阳区,高级算法工程师,3-5年,本科,25k-40k,"扁平化管理,弹性工作,丰富下午茶,丰厚待遇"
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,调度算法工程师,1-3年,本科,25k-40k,"免费食堂,优秀团队,周末双休,年底双薪"
北京京师在线科技有限公司,京师在线,500-2000人,不需要融资,朝阳区,算法工程师-数据挖掘-TensorFlow,3-5年,本科,15k-30k,"待遇好,大平台,免费食宿"
瑞幸咖啡（中国）有限公司,瑞幸咖啡,2000人以上,A轮,海淀区,高级算法工程师,3-5年,本科,20k-40k,"互联网,新零售,晋升通道大"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,国际策略高级/资深算法工程师(J180706006),3-5年,本科,20k-40k,核心业务 国际化视野
鄂尔多斯市强泰煤炭运销有限公司,强泰,150-500人,未融资,海淀区,算法开发工程师,不限,本科,30k-60k,"大厂,待遇丰厚,牛人多"
人人行科技有限公司,人人行(借贷宝),2000人以上,C轮,朝阳区,算法研究员,3-5年,本科,30k-60k,"人工智能,技术领先,氛围积极,期权可谈"
支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,B轮,朝阳区,高级算法工程师,1-3年,本科,20k-35k,"公司平台,技术氛围,薪资,福利"
北京智融时代信息技术有限公司,智融集团,150-500人,C轮,海淀区,高级算法工程师,3-5年,本科,20k-40k,AI+金融；优秀团队；全额五险一金
北京图森智途科技有限公司,图森未来,150-500人,C轮,朝阳区,感知算法工程师,应届毕业生,本科,25k-50k,"行业前沿,大牛云集,发展空间大,薪酬福利好"
拉扎斯网络科技（上海）有限公司,饿了么,2000人以上,D轮及以上,海淀区,算法开发专家,5-10年,本科,40k-80k,发展空间
新奥特(北京)视频技术有限公司,新奥特视频,500-2000人,不需要融资,海淀区,算法工程师（AI）,3-5年,硕士,40k-60k,"六险一金,年度出游,带薪病假,节假日福利"
北京值得买科技股份有限公司,什么值得买,500-2000人,A轮,丰台区,资深算法工程师,5-10年,硕士,50k-100k,"六险一金,带薪年假,健身房,福利多多"
北京格灵深瞳信息技术有限公司,格灵深瞳,150-500人,C轮,海淀区,算法工程师（工作地点：合肥）,不限,本科,15k-30k,周末双休、扁平化管理、六险一金、不打卡
北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,海淀区,高级算法工程师-火车票事业部(J13097),不限,硕士,40k-60k,"高福利,环境佳,地铁旁,人性化"
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,高级算法工程师,3-5年,本科,25k-45k,"待遇好,牛人多,技术氛围浓,弹性工作"
北京斗米优聘科技发展有限公司,斗米,500-2000人,B轮,海淀区,高级算法工程师,1-3年,大专,20k-40k,"发展空间大,六险一金"
北京智慧星光信息技术有限公司,智慧星光,500-2000人,不需要融资,海淀区,资深算法研究员,5-10年,本科,35k-50k,"交通便利,发展前景好,技术氛围好,福利优厚"
灵动科技（北京）有限公司,灵动科技,50-150人,A轮,海淀区,运动控制算法工程师,不限,本科,20k-40k,"机器人公司,大牛云集,领导专业度,智能硬件"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,资深算法工程师,不限,不限,28k-40k,"数据结构,机器学习"
支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,B轮,朝阳区,高级算法工程师,1-3年,本科,25k-35k,"算法,技术,平台,薪资"
北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,海淀区,算法工程师（15亿用户）,3-5年,本科,25k-50k,"年终多薪,交补饭补,多天年假"
北京值得买科技股份有限公司,什么值得买,500-2000人,A轮,丰台区,资深算法工程师（研究员）,5-10年,不限,60k-100k,"六险一金,营养师,下午茶"
北京超思电子技术有限责任公司,超思电子,150-500人,C轮,石景山区,高级算法工程师,3-5年,本科,25k-50k,算法
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,高级算法工程师,不限,硕士,30k-60k,"免费班车,双休,弹性工作"
北京墨云科技有限公司,墨云科技,15-50人,A轮,海淀区,高级算法工程师,1-3年,硕士,20k-40k,五险一金
乐视网信息技术（北京）股份有限公司,乐融集团,2000人以上,上市公司,朝阳区,技术总监（算法）,5-10年,本科,25k-40k,"六险一金,带薪年级"
高德软件有限公司,阿里巴巴-高德,2000人以上,上市公司,朝阳区,融合定位算法工程师/专家,1-3年,本科,25k-50k,晋升空间大
北京贷鱼科技有限公司,贷鱼科技,50-150人,不需要融资,朝阳区,算法开发工程师,1-3年,本科,20k-40k,"五险一金,交通补贴,通讯补贴,节假日福利"
北京瑞友科技股份有限公司,北京瑞友,2000人以上,上市公司,海淀区,AI算法工程师,3-5年,本科,15k-30k,"双休,五险一金"
北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,海淀区,高级算法工程师-大住宿事业部,3-5年,本科,25k-40k,"公司福利好,六险一金,水果供应"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,高级算法工程师-商业变现,1-3年,本科,25k-50k,"六险一金,高薪期权,弹性工作,租房补贴"
灵动科技（北京）有限公司,灵动科技,50-150人,A轮,海淀区,调度算法工程师,3-5年,本科,15k-30k,"风口行业,商业落地,大神团队,快速成长"
掌阅科技股份有限公司,掌阅,500-2000人,上市公司,朝阳区,高级算法专家,5-10年,本科,50k-70k,"上市公司,股票期权,数据驱动,开源技术"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,算法工程师-定位(J171017018),1-3年,本科,30k-50k,优渥福利待遇+长期激励+良好技术氛围
江苏曲速教育科技有限公司,极课大数据,150-500人,C轮,朝阳区,算法研究员,1-3年,硕士,25k-45k,高薪
支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,B轮,朝阳区,蚂蚁金服专场招聘-高级算法工程师／架构师-应用算法,3-5年,本科,20k-40k,大平台
北京一览科技有限公司,一览科技,150-500人,B轮,朝阳区,AI算法研究员,不限,本科,15k-30k,"福利优厚,技术氛围好"
怡然信息科技（武汉）有限公司,怡然信息科技（武汉）有限公司,15-50人,不需要融资,海淀区,高级/资深算法工程师,3-5年,硕士,40k-80k,"高薪,有期权,前景好,大神带队"
乐视网信息技术（北京）股份有限公司,乐融集团,2000人以上,上市公司,朝阳区,技术经理（算法）,3-5年,本科,15k-30k,"六险一金,带薪年假"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,用户画像算法工程师,不限,本科,25k-50k,从 0-1 的产品、团队氛围 Nice
银客未来科技（北京）有限公司,INK 银客集团,500-2000人,C轮,海淀区,高级算法工程师,5-10年,本科,35k-45k,"弹性工作制,免费下午茶,绩效奖金,弹性工作制"
北京零秒科技有限公司,零秒科技,15-50人,A轮,海淀区,算法工程师（语义理解）,3-5年,硕士,20k-30k,"晋升空间大,硅谷团队,免费两餐,扁平管理"
北京车和家信息技术有限责任公司,车和家,2000人以上,B轮,朝阳区,自动驾驶算法研发工程师-自定位算法方向,3-5年,硕士,20k-40k,"扁平化管理,六险一金,团队氛围好,公司发展好"
北京图森智途科技有限公司,图森未来,150-500人,C轮,朝阳区,感知算法工程师,不限,本科,25k-50k,"行业前沿,大牛云集,发展空间大,薪酬福利好"
北京卡路里科技有限公司,Keep,500-2000人,D轮及以上,东城区,算法专家（CV方向）,3-5年,硕士,40k-80k,"团队氛围好,福利待遇好,成长空间大"
湖北和远气体股份有限公司,和远互联网,500-2000人,不需要融资,朝阳区,高级算法工程师,3-5年,本科,35k-70k,大公司，福利健全，股票期权，弹性工作
行吟信息科技（上海）有限公司,小红书,500-2000人,D轮及以上,朝阳区,算法工程师（上海、北京）,1-3年,硕士,25k-50k,"成长空间大,年底多薪,包三餐,环境特别好"
厦门美图之家科技有限公司,美图公司,2000人以上,上市公司,海淀区,资深算法研究员--北京,3-5年,不限,25k-40k,"大数据平台,千万级用户,发展空间大"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级算法工程师/专家(J180829005),3-5年,本科,30k-50k,优渥的福利待遇+良好的平台发展
支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,B轮,朝阳区,高级算法工程师,1-3年,本科,25k-45k,"技术实力,技术氛围,薪资,福利多"
北京卡路里科技有限公司,Keep,500-2000人,D轮及以上,东城区,算法专家 (MJ000020),3-5年,硕士,40k-70k,"办公环境好,一日三餐,发展空间大"
乐视网信息技术（北京）股份有限公司,乐融集团,2000人以上,上市公司,朝阳区,2019校招-助理算法工程师-文娱产品,应届毕业生,本科,10k-14k,"六险一金,带薪休假,带薪病假,各种福利"
行吟信息科技（上海）有限公司,小红书,500-2000人,D轮及以上,朝阳区,算法工程师(北京),1-3年,硕士,25k-50k,"算法,数据挖掘,NLP"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,AI算法工程师/专家 --智慧城市,5-10年,本科,20k-35k,算法
北京明略软件系统有限公司,明略数据,150-500人,C轮,海淀区,资深算法工程师,5-10年,本科,20k-35k,"算法工程师,深度学习,数据挖掘,开发"
因诺（上海）资产管理有限公司,因诺,15-50人,不需要融资,西城区,算法交易工程师,1-3年,硕士,15k-25k,"超牛团队,扁平管理,优厚待遇,成长空间"
北京初速度科技有限公司,Momenta,150-500人,B轮,海淀区,控制算法工程师,3-5年,本科,25k-35k,弹性工作
广州品宜贸易有限公司,广州品宜,15-50人,不需要融资,朝阳区,资深算法工程师,1-3年,本科,20k-40k,"五险一金,发展空间大,广告营销,年终奖丰厚"
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,输入法算法工程师（IME),1-3年,硕士,20k-40k,公司氛围好 技术大拿多 项目奖金
天津讯铭科技发展股份有限公司,讯铭,150-500人,C轮,朝阳区,高级算法工程师,5-10年,硕士,30K-60K,七险一金，出国旅游，带薪假期，股票期权
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,人工智能算法研究员/架构师,3-5年,本科,20k-40k,"团队大牛,上市公司,福利优厚"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,IDG-传感器标定资深算法工程师,3-5年,硕士,35k-60k,"最核心,最前沿"
厦门美柚信息科技有限公司,美柚,500-2000人,D轮及以上,朝阳区,算法产品经理,3-5年,本科,20k-30k,"发展空间大,团队氛围佳"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,算法研发高级工程师,3-5年,本科,20k-40k,高级研发
支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,B轮,朝阳区,高级算法工程师-应用算法-P7蚂蚁金服-北京/杭州,3-5年,本科,25k-50k,"大牛云集,前沿技术,晋升学习快,期权"
普强信息技术（北京）有限公司,普强信息,150-500人,C轮,海淀区,语音算法工程师,不限,硕士,15k-30k,"大牛多,年底双薪,期权,免费班车"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,用户画像算法工程师,3-5年,本科,30k-60k,"股票期权,六险一金,免费三餐,带薪年假"
北京智融时代信息技术有限公司,智融集团,150-500人,C轮,海淀区,实习算法工程师,不限,本科,7k-14k,"顶尖技术,福利多多,弹性工作制,可留用"
上海摩象网络科技有限公司,上海摩象网络科技有限公司,50-150人,A轮,海淀区,移动端算法工程师,3-5年,硕士,20k-40k,"空间大,环境好"
